compositionId,recipeId,quantity,unit,ingredientId
2280,478,1,Tbsp,193
2281,479,2,oz,653
2282,479,.5,oz,219
2283,479,.5,oz,195
2284,479,.5,oz,166
2285,480,.75,oz,317
2286,480,.75,oz,2
2287,480,.75,oz,1078
2288,480,.75,oz,166
2289,481,.75,oz,407
2290,481,.75,oz,2
2291,481,.75,oz,1078
2292,481,.75,oz,967
2293,482,.75,oz,546
2294,482,.75,oz,2
2295,482,.75,oz,1078
2296,482,.75,oz,827
2297,483,2,oz,775
2298,483,.75,oz,1076
2299,483,1,whole,863
2300,484,.25,oz,1208
2301,484,.5,oz,653
2302,484,.25,oz,1020
2303,484,1,,585
2304,485,2,oz,494
2305,485,.5,oz,581
2306,485,.5,oz,827
2307,485,1,,86
2308,486,1.5,oz,653
2309,486,.25,oz,827
2310,486,.25,oz,71
2311,486,.25,oz,1115
2312,486,.25,oz,1078
2313,487,1.5,oz,653
2314,487,.25,oz,827
2315,487,.25,oz,71
2316,487,.25,oz,1208
2317,487,.25,oz,1078
2318,488,2,oz,494
2319,488,6,dash,284
2320,488,3,dash,976
2321,488,1,dash,555
2322,488,1,,86
2323,489,1.5,oz,398
2324,489,1,oz,1040
2325,489,.5,oz,967
2326,489,.5,oz,1116
2327,489,,,492
2328,490,1.5,oz,171
2329,490,.5,oz,1076
2330,490,.25,oz,967
2331,490,.25,oz,1078
2332,490,1,bsp,0
2333,490,,,68
2334,491,1.5,oz,550
2335,491,.5,oz,70
2336,491,.5,oz,426
2337,491,.5,oz,437
2338,491,5,dash,1104
2339,492,1.5,oz,494
2340,492,1,oz,911
2341,492,.75,oz,552
2342,492,.5,oz,827
2343,492,,,140
2344,493,1.5,oz,653
2345,493,.5,oz,557
2346,493,.5,oz,1075
2347,493,.5,oz,493
2348,493,.5,oz,907
2349,493,2,dashes,539
2350,494,1,oz,627
2351,494,1,oz,1076
2352,494,.75,oz,693
2353,494,.75,oz,827
2354,495,1.5,oz,550
2355,495,.75,oz,967
2356,495,.5,oz,532
2357,495,.5,oz,1078
2358,496,2,oz,1027
2359,496,1,oz,951
2360,496,.5,oz,695
2361,496,1,,0
2362,496,,,778
2363,497,2,oz,1027
2364,497,1,oz,166
2365,497,.75,oz,397
2366,497,.5,oz,86
2367,498,.75,oz,379
2368,498,.75,oz,1078
2369,498,.75,oz,500
2370,498,.75,oz,340
2371,499,2,oz,180
2372,499,.25,oz,1027
2373,499,1,tsp,860
2374,499,.75,oz,340
2375,499,.25,oz,438
2376,499,.25,oz,837
2377,500,1.5,oz,653
2378,500,.75,oz,646
2379,500,.75,oz,311
2380,501,1.5,oz,653
2381,501,.75,oz,201
2382,501,.75,oz,314
2383,501,.75,oz,166
2384,502,2.25,oz,653
2385,502,.75,oz,298
2386,502,.5,oz,201
2387,503,1.5,oz,1010
2388,503,.5,oz,340
2389,503,1.5,oz,940
2390,503,2,dash,1151
2391,503,1,,235
2392,504,2,oz,398
2393,504,.75,oz,907
2394,504,.5,oz,2
2395,504,.25,oz,646
2396,504,2,dash,636
2397,505,1.25,oz,434
2398,505,.75,oz,827
2399,505,.5,oz,942
2400,505,.5,oz,1076
2401,505,.5,oz,249
2402,505,1,,86
2403,506,1.5,oz,550
2404,506,.75,oz,646
2405,506,.75,oz,437
2406,506,.5,oz,867
2407,506,1,,50
2408,507,.75,oz,550
2409,507,.75,oz,1002
2410,507,.5,oz,1151
2411,507,.75,oz,827
2412,507,.75,oz,397
2413,508,1,,725
2414,508,3/4,oz,1031
2415,508,1/4,oz,1208
2416,508,3/4,oz,827
2417,509,1.75,oz,398
2418,509,1,oz,819
2419,509,.5,oz,827
2420,509,.25,oz,926
2421,509,.25,oz,656
2422,510,1.5,oz,298
2423,510,.75,oz,1076
2424,510,.5,oz,340
2425,510,.5,oz,843
2426,511,2,oz,398
2427,511,1,oz,827
2428,511,.75,oz,1010
2429,511,.5,oz,1078
2430,511,.5,oz,584
2431,511,1,bsp,217
2432,512,.75,oz,1079
2433,512,.75,oz,893
2434,512,.75,oz,398
2435,512,.375,oz,827
2436,512,.375,oz,340
2437,513,.75,oz,1078
2438,513,.75,oz,997
2439,513,.75,oz,217
2440,513,.75,oz,340
2441,513,1,,143
2442,514,1.5,oz,1076
2443,514,.75,oz,827
2444,514,.5,oz,217
2445,514,.25,oz,679
2446,515,2,oz,398
2447,515,1,oz,943
2448,515,.75,oz,827
2449,515,.5,oz,860
2450,515,3,dash,1151
2451,516,1.5,oz,477
2452,516,1,oz,340
2453,516,.5,oz,398
2454,516,.5,oz,943
2455,516,.5,oz,668
2456,516,2,dash,471
2457,517,1.5,oz,594
2458,517,.75,oz,656
2459,517,.75,oz,827
2460,517,3,dash,651
2461,518,1,oz,653
2462,518,1,oz,155
2463,518,.75,oz,550
2464,518,1,oz,767
2465,518,1,oz,311
2466,518,3,dash,636
2467,519,1,oz,494
2468,519,1,oz,294
2469,519,2,dash,745
2470,519,2,dash,667
2471,520,1,oz,627
2472,520,1,oz,1194
2473,520,.5,oz,26
2474,520,.5,oz,1093
2475,520,.5,oz,607
2476,520,.5,oz,588
2477,520,4,dash,1151
2478,521,2,oz,546
2479,521,.75,oz,588
2480,521,.75,oz,1208
2481,521,.5,oz,827
2482,521,10,drops,644
2483,522,2,oz,298
2484,522,.75,oz,340
2485,522,.5,oz,219
2486,522,.25,oz,1078
2487,522,5,drops,237
2488,523,2,oz,398
2489,523,.5,oz,52
2490,523,.75,oz,827
2491,523,.5,oz,607
2492,523,1,bsp,635
2493,523,2,dash,981
2494,524,1.75,oz,494
2495,524,.75,oz,827
2496,524,.5,oz,1020
2497,524,.5,oz,201
2498,524,.25,oz,1131
2499,524,.25,oz,53
2500,525,1,oz,610
2501,525,1,oz,1078
2502,525,.5,oz,521
2503,525,.5,oz,827
2504,525,.5,oz,913
2505,526,1,oz,759
2506,526,1,oz,977
2507,526,1,oz,1078
2508,526,.5,oz,121
2509,527,1.5,oz,253
2510,527,1,oz,1078
2511,527,.5,oz,801
2512,527,.25,oz,340
2513,528,2,oz,472
2514,528,.75,oz,924
2515,528,.75,oz,827
2516,528,1,tsp,431
2517,529,2,oz,494
2518,529,1,bsp,342
2519,529,.5,oz,907
2520,529,1,oz,1041
2521,529,.25,oz,646
2522,529,2,dash,539
2523,529,4,,414
2524,530,2,oz,627
2525,530,.75,oz,13
2526,530,.75,oz,160
2527,530,.75,oz,397
2528,530,3-4,,439
2529,530,3-4,,958
2530,530,1,pinch,246
2531,531,1.5,oz,449
2532,531,.5,oz,1027
2533,531,1,oz,967
2534,531,.25,oz,613
2535,532,1.5,oz,759
2536,532,.5,oz,1027
2537,532,.75,oz,774
2538,532,.75,oz,340
2539,533,1,oz,615
2540,533,1,oz,424
2541,533,.75,oz,391
2542,533,.75,oz,827
2543,534,2,oz,627
2544,534,.5,oz,166
2545,534,.5,oz,967
2546,534,.75,oz,164
2547,535,2,oz,653
2548,535,1,oz,1041
2549,535,.25,oz,555
2550,535,1,dash,602
2551,536,1.25,oz,268
2552,536,.5,oz,1076
2553,536,1.25,oz,395
2554,537,1.5,oz,494
2555,537,1,oz,450
2556,537,.5,oz,474
2557,537,.5,oz,827
2558,537,.5,,86
2559,538,2,oz,954
2560,538,1,oz,660
2561,538,1,oz,27
2562,539,1.5,oz,900
2563,539,.5,oz,1208
2564,539,.5,oz,478
2565,539,.5,oz,340
2566,540,1,oz,424
2567,540,1,oz,1120
2568,540,.5,oz,147
2569,540,.5,oz,827
2570,540,.75,oz,570
2571,541,1,oz,550
2572,541,.5,oz,311
2573,541,.5,oz,504
2574,542,1,bottle,134
2575,542,.3,bottle,1076
2576,542,3,Tbsp,84
2577,542,2,,12
2578,542,,,950
2579,542,1,,1148
2580,542,,,88
2581,542,1,stick,1174
2582,542,1,dash,326
2583,542,1,,787
2584,543,1,oz,458
2585,543,1,oz,1076
2586,543,.5,oz,951
2587,543,1,,921
2588,544,2,oz,550
2589,544,1,cube,258
2590,545,1,oz,79
2591,545,.75,oz,653
2592,545,1,bsp,57
2593,545,1.25,oz,648
2594,545,1,,979
2595,545,8,dash,757
2596,546,40,ml,550
2597,546,40,ml,955
2598,546,,,1176
2599,546,,,500
2600,546,,,612
2601,547,1,oz,494
2602,547,.75,oz,58
2603,547,.75,oz,907
2604,547,.25,oz,829
2605,547,.5,oz,646
2606,547,1,,936
2607,548,2,oz,1033
2608,548,1,oz,827
2609,548,.25,oz,916
2610,548,.25,oz,1078
2611,548,1,bsp,696
2612,549,.75,oz,79
2613,549,1.5,oz,379
2614,549,.5,oz,401
2615,549,1,dash,259
2616,550,1.5,oz,948
2617,550,.75,oz,465
2618,550,.75,oz,1076
2619,550,.5,oz,505
2620,551,750,ml,146
2621,551,5,sprigs,1201
2622,551,2,,1109
2623,551,1,,198
2624,551,1,Tbsp,444
2625,552,1,oz,653
2626,552,1,oz,754
2627,552,1,oz,279
2628,553,2,oz,627
2629,553,1,oz,886
2630,553,1,oz,624
2631,553,2,dash,1068
2632,553,2,dash,976
2633,554,1,oz,494
2634,554,1,oz,984
2635,554,1,oz,727
2636,554,.25,oz,646
2637,554,,,380
2638,554,3,drops,251
2639,555,1.5,oz,79
2640,555,.5,oz,117
2641,555,1,bsp,860
2642,555,1,dash,622
2643,555,1.25,oz,4
2644,556,1.75,oz,789
2645,556,.75,oz,174
2646,556,.5,oz,1076
2647,556,3,dash,420
2648,557,1,oz,398
2649,557,.5,oz,242
2650,557,.5,oz,568
2651,557,1,bsp,69
2652,557,3,dash,713
2653,558,2,oz,619
2654,558,.75,oz,521
2655,558,.25,oz,424
2656,558,1,bsp,1078
2657,558,1,dash,1151
2658,559,1.5,oz,770
2659,559,.75,oz,441
2660,559,.25,oz,65
2661,559,1,dash,1151
2662,560,2,oz,398
2663,560,.5,oz,591
2664,560,.25,oz,65
2665,560,.25,oz,1111
2666,560,1,dash,620
2667,560,1,dash,713
2668,561,2,oz,398
2669,561,.75,oz,753
2670,561,.75,oz,498
2671,561,1,dash,1042
2672,562,.5,oz,398
2673,562,.5,oz,317
2674,562,.5,oz,1194
2675,562,.5,oz,1185
2676,562,1,tsp,372
2677,562,2,dash,1151
2678,562,1,dash,1069
2679,563,1.5,oz,627
2680,563,.75,oz,360
2681,563,.75,oz,347
2682,563,2,dash,412
2683,564,2,oz,398
2684,564,1,oz,815
2685,564,1,dash,1151
2686,564,3,drops,1118
2687,565,2,oz,770
2688,565,1,dash,1078
2689,565,1,dash,614
2690,566,1.5,oz,615
2691,566,.5,oz,260
2692,566,.25,oz,252
2693,566,.25,oz,399
2694,566,1,dash,636
2695,567,.5,oz,423
2696,567,.5,oz,398
2697,567,1,oz,662
2698,567,1,oz,815
2699,567,,,883
2700,568,1.5,oz,398
2701,568,1,oz,279
2702,568,.5,oz,1191
2703,569,2,oz,470
2704,569,.75,oz,931
2705,569,1,spoon,1078
2706,569,1,dash,636
2707,569,2,dash,227
2708,570,1.5,oz,770
2709,570,.5,oz,63
2710,570,.5,oz,968
2711,570,15,dash,289
2712,571,1,oz,653
2713,571,1,oz,871
2714,571,1,oz,860
2715,572,1.5,oz,513
2716,572,.75,oz,241
2717,572,.75,oz,129
2718,572,3,dash,891
2719,573,2,oz,697
2720,573,1,oz,512
2721,573,2,dash,757
2722,574,1.5,oz,272
2723,574,1,oz,779
2724,574,.5,oz,1076
2725,574,3,dash,713
2726,575,1.5,oz,615
2727,575,.75,oz,1108
2728,575,.5,oz,1098
2729,575,4,drops,415
2730,576,1.5,oz,494
2731,576,.75,oz,521
2732,576,.75,oz,893
2733,576,1,dash,869
2734,577,1.5,oz,547
2735,577,1,oz,418
2736,577,.5,oz,677
2737,577,3,dash,456
2738,578,1.5,oz,653
2739,578,1,oz,899
2740,578,.5,oz,441
2741,578,.5,oz,490
2742,579,2.25,oz,653
2743,579,.75,oz,2
2744,579,3,dash,539
2745,580,2,oz,770
2746,580,.5,oz,252
2747,580,2,dash,1151
2748,581,1.5,oz,477
2749,581,.75,oz,424
2750,581,.75,oz,581
2751,582,1.5,oz,830
2752,582,.75,oz,424
2753,582,.75,oz,1078
2754,583,1.5,oz,1147
2755,583,.5,oz,1078
2756,583,1,oz,753
2757,583,1,dash,976
2758,584,2,oz,619
2759,584,.5,oz,1078
2760,584,.75,oz,1085
2761,584,2,dash,644
2762,584,,,1141
2763,585,1.5,oz,550
2764,585,.5,oz,770
2765,585,.5,oz,713
2766,585,.5,oz,1078
2767,586,1.5,oz,398
2768,586,.75,oz,956
2769,586,.5,oz,676
2770,586,.25,oz,1111
2771,586,2,dash,471
2772,587,1.5,oz,1208
2773,587,6,oz,345
2774,588,2,oz,627
2775,588,.75,oz,886
2776,588,.75,oz,129
2777,588,2,dash,757
2778,589,2,oz,627
2779,589,.75,oz,581
2780,589,.75,oz,424
2781,589,3,dash,757
2782,590,30,ml,550
2783,590,15,ml,403
2784,590,15,ml,425
2785,590,2,dash,713
2786,591,2.5,oz,770
2787,591,.5,oz,504
2788,591,.5,oz,37
2789,591,,,243
2790,592,1.5,oz,470
2791,592,1,oz,362
2792,592,.5,oz,723
2793,593,2,oz,494
2794,593,1,oz,521
2795,593,1-2,dash,976
2796,594,4,oz,1222
2797,594,1,oz,934
2798,594,.5,oz,1078
2799,594,4,dash,471
2800,594,1,bsp,424
2801,595,1.5,oz,494
2802,595,.75,oz,753
2803,595,.5,oz,356
2804,595,2,drops,93
2805,595,1,drop,1152
2806,596,1,oz,860
2807,596,1.5,oz,477
2808,596,2,oz,304
2809,597,1,oz,468
2810,597,1,oz,912
2811,597,.5,oz,860
2812,597,.5,oz,1208
2813,597,2,dash,447
2814,598,1,oz,860
2815,598,1,oz,615
2816,598,1,oz,653
2817,599,2,oz,615
2818,599,1,bsp,65
2819,599,1,bsp,2
2820,599,1,bsp,584
2821,599,2,dash,1151
2822,600,1.5,oz,459
2823,600,.75,oz,654
2824,600,.75,oz,1076
2825,601,2,oz,98
2826,601,1,oz,1036
2827,601,.25,oz,1078
2828,601,6,dash,9
2829,602,1,oz,800
2830,602,1,oz,1220
2831,602,.75,oz,298
2832,602,.25,oz,656
2833,603,1.25,oz,247
2834,603,.75,oz,984
2835,603,.75,oz,793
2836,603,.25,oz,155
2837,604,.75,oz,494
2838,604,.75,oz,1078
2839,604,.75,oz,713
2840,604,.75,oz,867
2841,605,1.25,oz,329
2842,605,1,oz,499
2843,605,.25,oz,905
2844,605,.5,oz,212
2845,606,1.5,oz,97
2846,606,1,oz,441
2847,606,.5,oz,993
2848,606,3,dash,749
2849,607,1.5,oz,398
2850,607,1,oz,453
2851,607,.5,oz,677
2852,607,3,dash,618
2853,608,1.5,oz,494
2854,608,1.5,oz,521
2855,608,.25,oz,1078
2856,608,2,dash,976
2857,609,.25,oz,1163
2858,609,2,oz,1003
2859,609,.25,oz,229
2860,610,2,oz,1194
2861,610,.25,oz,742
2862,610,.25,oz,827
2863,610,1,bsp,581
2864,610,1,bsp,1078
2865,610,3,dash,1112
2866,611,1.5,oz,74
2867,611,.75,oz,827
2868,611,.5,oz,627
2869,611,.5,oz,943
2870,611,2,oz,855
2871,612,2,oz,627
2872,612,.5,oz,813
2873,612,.5,oz,814
2874,613,2,oz,892
2875,613,.75,oz,403
2876,613,.5,oz,1010
2877,613,5,dash,976
2878,614,1,oz,627
2879,614,.75,oz,1124
2880,614,.5,oz,470
2881,614,.5,oz,201
2882,614,1,dash,632
2883,615,2,oz,998
2884,615,.5,oz,573
2885,615,.25,oz,1078
2886,615,.25,oz,632
2887,616,2.25,oz,977
2888,616,2.25,oz,521
2889,616,.75,oz,860
2890,616,.75,oz,121
2891,617,.5,oz,1027
2892,617,.5,oz,624
2893,617,.5,oz,521
2894,618,1.5,oz,619
2895,618,.75,oz,908
2896,618,.75,oz,1036
2897,618,.25,oz,824
2898,618,1,dash,1151
2899,619,2,oz,526
2900,619,.25,oz,1106
2901,619,.25,oz,1094
2902,619,.75,oz,816
2903,619,1,tsp,766
2904,620,1.75,oz,494
2905,620,.75,oz,521
2906,620,.25,oz,157
2907,620,1,dash,757
2908,621,1.5,oz,398
2909,621,.75,oz,33
2910,621,.75,oz,446
2911,621,2,dash,976
2912,622,1.5,oz,619
2913,622,.75,oz,701
2914,622,.75,oz,173
2915,622,2,dash,919
2916,623,1.5,oz,653
2917,623,.5,oz,754
2918,623,.25,oz,913
2919,623,1,bsp,480
2920,623,2,dash,1151
2921,624,2,oz,619
2922,624,.75,oz,754
2923,624,.75,oz,424
2924,625,.75,oz,129
2925,625,.75,oz,653
2926,625,.75,oz,1124
2927,626,2,oz,550
2928,626,.25,oz,646
2929,626,2,oz,823
2930,626,1,,156
2931,626,,,958
2932,626,1,whole,13
2933,626,,,124
2934,627,750,ml,146
2935,627,5,oz,1056
2936,627,9,oz,843
2937,627,9,oz,801
2938,627,4,oz,297
2939,627,3,,787
2940,627,5,,107
2941,627,4,,1024
2942,627,3,,962
2943,627,2,oz,927
2944,628,1,oz,653
2945,628,1,oz,498
2946,628,.5,oz,1010
2947,628,.5,oz,1076
2948,628,.25,oz,700
2949,628,.5,oz,166
2950,628,,,761
2951,629,1.5,oz,594
2952,629,.5,oz,681
2953,629,.5,oz,254
2954,629,.5,oz,646
2955,630,1.5,oz,79
2956,630,1,oz,201
2957,630,.5,oz,494
2958,631,1,oz,528
2959,631,1,oz,780
2960,632,2,oz,1203
2961,632,1,tsp,710
2962,632,4,drops,334
2963,632,1,peel,1049
2964,633,2,oz,398
2965,633,1,oz,314
2966,633,1,oz,807
2967,634,1,oz,98
2968,634,1,oz,545
2969,634,.5,oz,65
2970,634,1,tincture,1151
2971,634,1,tincture,713
2972,634,1,pc,633
2973,634,1,pc,804
2974,634,,,1160
2975,635,1.5,oz,1060
2976,635,.5,oz,1076
2977,635,.5,oz,1131
2978,635,.25,oz,340
2979,635,,,669
2980,636,1,oz,1076
2981,636,1,oz,262
2982,636,.75,oz,225
2983,636,.75,oz,827
2984,636,2,dash,1151
2985,637,.5,oz,494
2986,637,.5,oz,279
2987,637,.5,oz,893
2988,637,.5,oz,521
2989,637,1,scoop,390
2990,637,2,drops,502
2991,638,2,cups,359
2992,638,6,packages,34
2993,638,1.25,cup,1027
2994,638,.25,cup,254
2995,638,.5,cup,1223
2996,639,12,bottles,398
2997,639,4,bottles,860
2998,639,1,bottle,1076
2999,639,1,bottle,403
3000,639,4,bottles,907
3001,640,2,oz,874
3002,640,.5,oz,784
3003,640,.5,oz,537
3004,640,2,dash,976
3005,640,2,dash,301
3006,641,2,oz,98
3007,641,2,oz,666
3008,641,1,,901
3009,641,1,,47
3010,641,1,,381
3011,641,1,,427
3012,641,1,,280
3013,641,1,,840
3014,641,1,,649
3015,641,1,,168
3016,641,1,,35
3017,642,1,oz,1027
3018,642,.25,oz,104
3019,642,2,oz,550
3020,642,1,oz,653
3021,642,1,oz,393
3022,642,2,oz,1020
3023,642,2,oz,832
3024,643,2,oz,550
3025,643,1.5,oz,163
3026,643,,,795
3027,644,1.5,oz,775
3028,644,.5,oz,599
3029,644,.5,oz,1208
3030,644,.5,oz,178
3031,644,.25,oz,378
3032,644,1,,936
3033,644,4,dash,1061
3034,645,1,oz,653
3035,645,.5,oz,599
3036,645,.5,oz,1027
3037,645,.5,oz,515
3038,645,.25,oz,528
3039,645,1,dash,220
3040,645,1,whole,863
3041,646,1.5,oz,770
3042,646,.5,oz,1027
3043,646,.5,oz,279
3044,646,.5,oz,217
3045,646,.25,oz,396
3046,646,,,256
3047,647,1.5,oz,403
3048,647,.5,oz,860
3049,647,.5,oz,667
3050,647,.75,oz,178
3051,647,4,dash,576
3052,647,1,,316
3053,647,6,,261
3054,648,1.5,oz,409
3055,648,.5,oz,494
3056,648,.75,oz,1020
3057,648,.5,oz,203
3058,648,.25,oz,528
3059,648,1,dash,1151
3060,649,1,oz,403
3061,649,.5,oz,860
3062,649,1,oz,737
3063,649,1,oz,558
3064,649,.75,oz,827
3065,649,.5,oz,494
3066,649,.5,oz,1053
3067,649,15,microdrops,981
3068,650,1.5,oz,547
3069,650,.5,oz,645
3070,651,,,262
3071,651,,,295
3072,651,,,106
3073,651,,,417
3074,652,1.5,oz,262
3075,652,1,oz,762
3076,652,.75,oz,827
3077,652,.75,oz,165
3078,652,,,325
3079,653,1,oz,1076
3080,653,.5,oz,653
3081,653,.75,oz,859
3082,653,.25,oz,748
3083,653,3,oz,1080
3084,654,2,oz,1002
3085,654,1,oz,71
3086,654,1,dash,636
3087,655,1.5,oz,653
3088,655,.5,oz,521
3089,655,.5,oz,1076
3090,655,.75,oz,176
3091,655,.75,oz,688
3092,655,.5,oz,397
3093,655,,,421
3094,656,1.5,oz,550
3095,656,2,oz,1081
3096,656,1,,346
3097,657,1.5,oz,98
3098,657,1,oz,733
3099,657,.5,oz,330
3100,657,2,oz,417
3101,657,3,dash,1104
3102,658,1.5,oz,1076
3103,658,.5,oz,851
3104,658,.5,oz,466
3105,658,.5,oz,907
3106,658,.5,oz,424
3107,658,1,dash,20
3108,659,2,oz,619
3109,659,.25,oz,372
3110,659,1,dash,636
3111,660,1.5,oz,653
3112,660,1,oz,403
3113,660,.75,oz,1124
3114,660,1,dash,692
3115,660,1,pinch,238
3116,661,1.5,oz,547
3117,661,.5,oz,860
3118,661,.75,oz,311
3119,661,1,oz,14
3120,661,.5,oz,646
3121,661,1,oz,31
3122,662,2,oz,653
3123,662,1,oz,646
3124,662,.75,oz,311
3125,662,4,leaves,958
3126,662,,,153
3127,663,.75,oz,398
3128,663,.75,oz,581
3129,663,.5,oz,907
3130,663,.25,oz,646
3131,663,1,oz,611
3132,664,1.5,oz,984
3133,664,.5,oz,1208
3134,664,.25,oz,581
3135,664,.25,oz,65
3136,664,2,oz,996
3137,664,.5,oz,311
3138,664,.25,oz,555
3139,665,1.5,oz,477
3140,665,.5,oz,403
3141,665,3,oz,776
3142,666,.75,oz,262
3143,666,.75,oz,1208
3144,666,.75,oz,573
3145,666,.75,oz,726
3146,667,4,oz,1063
3147,667,1,oz,581
3148,667,4,oz,1209
3149,667,2,oz,654
3150,667,1,oz,205
3151,667,,,704
3152,667,,,1151
3153,668,1.5,oz,653
3154,668,,,1162
3155,669,1,,1196
3156,669,1,cup,144
3157,669,5,Tbsp,845
3158,669,1,tsp,721
3159,670,1.5,oz,477
3160,670,.5,oz,928
3161,670,.5,oz,581
3162,670,.5,oz,13
3163,670,.5,oz,1049
3164,670,,,325
3165,671,1,oz,770
3166,671,1,oz,607
3167,671,1,oz,394
3168,671,1,tsp,412
3169,672,2,oz,627
3170,672,1,oz,581
3171,672,1,oz,508
3172,673,2,oz,547
3173,673,6,oz,790
3174,673,.5,oz,340
3175,674,2,oz,627
3176,674,1,oz,894
3177,674,.5,oz,164
3178,674,.5,oz,581
3179,674,3,dash,861
3180,675,2,oz,619
3181,675,2,tsp,1143
3182,675,.125,tsp,15
3183,676,1.5,oz,627
3184,676,.5,oz,2
3185,676,.25,oz,624
3186,676,2,dash,704
3187,677,2,oz,830
3188,677,.5,oz,1000
3189,677,.5,oz,136
3190,677,.5,oz,100
3191,678,1,oz,494
3192,678,.75,oz,1076
3193,678,3,oz,532
3194,678,.5,oz,397
3195,678,.25,oz,166
3196,678,1,oz,855
3197,679,1,oz,494
3198,679,.5,oz,705
3199,679,.5,oz,1050
3200,679,1,dash,397
3201,679,.5,oz,1020
3202,679,.5,oz,827
3203,679,4,oz,902
3204,680,1.5,oz,308
3205,680,.75,oz,827
3206,680,.75,oz,1127
3207,680,.5,oz,995
3208,680,.5,oz,279
3209,681,1.5,oz,972
3210,681,.75,oz,279
3211,681,.75,oz,1205
3212,681,.25,oz,1078
3213,682,1.5,oz,79
3214,682,.75,oz,893
3215,682,1.5,oz,494
3216,683,1.5,oz,398
3217,683,.5,oz,286
3218,683,1,tsp,435
3219,683,1,tsp,729
3220,683,1,tsp,548
3221,683,1,dash,603
3222,684,1,oz,79
3223,684,1,oz,1202
3224,684,.25,oz,296
3225,684,.75,oz,827
3226,684,.5,oz,249
3227,684,,,492
3228,685,2,oz,317
3229,685,5,oz,867
3230,685,.5,oz,1078
3231,686,.75,oz,1078
3232,686,.75,oz,2
3233,686,.5,oz,698
