compositionId,recipeId,quantity,unit,ingredientId
1173,247,.75,oz,1006
1174,247,2,oz,437
1175,247,2,oz,858
1176,248,1,oz,98
1177,248,2.5,oz,719
1178,248,2,oz,369
1179,249,1,oz,912
1180,249,.5,oz,860
1181,249,.33,oz,217
1182,249,.75,oz,907
1183,249,.5,oz,699
1184,249,4,dash,636
1185,249,3,dash,792
1186,250,25,ml,653
1187,250,25,ml,1076
1188,250,12.5,ml,1037
1189,250,150,ml,983
1190,251,1.5,oz,98
1191,251,.5,oz,801
1192,251,.5,oz,1070
1193,251,.5,oz,178
1194,251,.5,oz,991
1195,251,4-5,pc,319
1196,251,2,dashes,1165
1197,252,.75,oz,317
1198,252,.75,oz,398
1199,252,.75,oz,893
1200,252,1,bsp,65
1201,252,2,dash,1151
1202,252,2,dash,713
1203,253,1.5,oz,627
1204,253,.5,oz,166
1205,253,1,oz,485
1206,253,.5,oz,501
1207,253,1,dash,167
1208,254,2,oz,550
1209,254,2,dash,90
1210,254,.5,oz,1208
1211,254,.5,oz,217
1212,255,50,ml,550
1213,255,50,ml,1177
1214,255,.5,,13
1215,255,,,124
1216,255,1,,457
1217,255,1,,836
1218,256,1.75,oz,1203
1219,256,.5,oz,609
1220,256,,,647
1221,256,3,dash,1069
1222,256,3,dash,643
1223,257,1,part,653
1224,257,1,part,1076
1225,257,.5,part,1037
1226,257,6,part,983
1227,258,1,oz,494
1228,258,.75,oz,255
1229,258,.5,oz,1053
1230,258,.5,oz,827
1231,258,,,411
1232,258,,,110
1233,259,1.5,oz,494
1234,259,1,oz,296
1235,259,.25,oz,1111
1236,259,.75,oz,827
1237,259,1,,233
1238,260,2,oz,653
1239,260,1,oz,178
1240,260,1,oz,646
1241,260,5,leaves,958
1242,261,1,oz,799
1243,261,.75,oz,860
1244,261,1,oz,1188
1245,261,3,oz,313
1246,261,,,419
1247,261,2,sprigs,514
1248,262,2.5,oz,675
1249,262,.5,oz,372
1250,262,4,dash,757
1251,263,1.5,oz,370
1252,263,.25,oz,504
1253,263,3,,1123
1254,263,4,,421
1255,263,,,29
1256,264,2,oz,619
1257,264,.5,oz,1124
1258,264,.5,oz,131
1259,264,2,dash,757
1260,265,1.5,oz,494
1261,265,.5,oz,397
1262,265,.5,oz,340
1263,265,.25,oz,1012
1264,265,4,,999
1265,266,2,oz,1002
1266,266,.5,oz,733
1267,266,.25,oz,768
1268,266,3,dash,234
1269,267,1.5,oz,550
1270,267,1,oz,1006
1271,267,1.5,oz,1218
1272,267,.75,oz,646
1273,268,2,oz,1203
1274,268,.25,oz,627
1275,268,.25,oz,1078
1276,268,2,drops,164
1277,268,3,dash,643
1278,268,2,cubes,293
1279,269,1,oz,1078
1280,269,3,oz,759
1281,269,.5,oz,1021
1282,269,1,oz,827
1283,269,,,897
1284,270,2,oz,98
1285,270,1,oz,351
1286,270,.5,oz,518
1287,270,.5,oz,270
1288,270,.5,pc,536
1289,270,4-5,sprigs,885
1290,271,1.5,oz,98
1291,271,1,oz,992
1292,271,.5,oz,65
1293,271,.5,oz,907
1294,271,.25,oz,515
1295,271,1,bsp,941
1296,271,.5,bsp,246
1297,272,1,,720
1298,272,1,,428
1299,272,1,,1213
1300,272,,,1130
1301,272,3-4,,1067
1302,272,1,,1134
1303,272,1,,1051
1304,272,.5-1,oz,320
1305,273,1.5,oz,1076
1306,273,1,oz,454
1307,273,4,oz,760
1308,273,1,stick,534
1309,274,2,oz,547
1310,274,1,oz,340
1311,274,.5,oz,1145
1312,274,.5,oz,127
1313,275,1,oz,494
1314,275,1,oz,424
1315,275,1.5,oz,986
1316,275,.5,oz,448
1317,275,.5,oz,254
1318,275,3,dashes,636
1319,276,3,c,550
1320,276,3,c,1081
1321,276,3,c,832
1322,276,3,c,49
1323,276,.25,c,555
1324,276,1,,1182
1325,277,1,oz,494
1326,277,5,oz,116
1327,277,1,oz,566
1328,277,.5,oz,496
1329,277,2,dash,932
1330,277,2,dash,869
1331,278,.75,oz,494
1332,278,.75,oz,398
1333,278,.75,oz,162
1334,278,.75,oz,959
1335,278,2,dash,78
1336,278,2,dash,976
1337,278,,,641
1338,279,.5,oz,1078
1339,279,.75,oz,860
1340,279,1,oz,166
1341,279,.25,oz,397
1342,279,1,oz,221
1343,279,3,oz,855
1344,280,1,oz,398
1345,280,.5,oz,1081
1346,280,.75,oz,827
1347,280,.25,oz,1022
1348,280,.5,oz,397
1349,280,1,dash,1151
1350,281,1,oz,653
1351,281,1,oz,1124
1352,281,1,oz,279
1353,282,2,oz,298
1354,282,.75,oz,340
1355,282,.5,oz,226
1356,282,2,oz,150
1357,282,1,pinch,1174
1358,283,1,part,494
1359,283,1,part,1076
1360,283,1,part,624
1361,283,1,part,573
1362,284,37.5,oz,1002
1363,284,6.25,oz,1027
1364,284,12.5,oz,166
1365,284,12.5,oz,1083
1366,284,6.25,oz,397
1367,284,37.5,oz,672
1368,285,1.5,oz,244
1369,285,1,oz,654
1370,285,.25,oz,831
1371,285,3,dash,704
1372,285,3,dash,51
1373,286,.75,oz,141
1374,286,.75,oz,166
1375,286,1,dash,397
1376,286,1,,73
1377,287,2,oz,594
1378,287,1,oz,860
1379,287,2,oz,96
1380,287,1,pinch,930
1381,287,1,scoop,560
1382,288,.75,oz,722
1383,288,.75,oz,79
1384,288,.75,oz,1208
1385,288,.75,oz,967
1386,288,.25,oz,1164
1387,289,2.5,oz,98
1388,289,.5,oz,852
1389,289,4,dash,577
1390,289,3,,274
1391,290,1.5,oz,550
1392,290,1,oz,311
1393,290,.75,oz,646
1394,290,2,,958
1395,290,,,5
1396,290,3,,209
1397,290,,,5
1398,291,2,oz,98
1399,291,.75,oz,166
1400,291,1,oz,473
1401,291,3,dash,704
1402,291,5,,1155
1403,291,16,whole,973
1404,292,2,oz,550
1405,292,1,oz,254
1406,293,2,oz,1076
1407,293,1,oz,311
1408,293,.5,oz,210
1409,293,2,oz,1187
1410,294,2,oz,546
1411,294,.5,oz,578
1412,294,1,bsp,1208
1413,294,1,,739
1414,294,1,dash,865
1415,294,1,dash,1195
1416,295,2,oz,298
1417,295,3,,1054
1418,295,4,,519
1419,295,.75,oz,340
1420,295,.5,oz,273
1421,295,.5,oz,403
1422,295,1,pinch,563
1423,296,2.5,oz,619
1424,296,.25,oz,357
1425,296,2,dash,704
1426,296,5,dash,1151
1427,296,1,disc,1148
1428,296,1,disc,26
1429,296,1,slice,1071
1430,297,2,oz,984
1431,297,.5,oz,397
1432,297,.5,oz,1081
1433,297,.5,oz,26
1434,297,1,bsp,1025
1435,297,4,dash,303
1436,297,3,,1035
1437,297,2,,83
1438,298,2,oz,770
1439,298,1,oz,755
1440,298,1,slice,825
1441,298,1,dash,312
1442,299,2,oz,770
1443,299,.5,oz,424
1444,299,3,dash,271
1445,300,1,oz,550
1446,300,.5,oz,403
1447,300,.5,oz,646
1448,300,.5,oz,907
1449,300,1,,836
1450,300,4,pieces,404
1451,300,3,pieces,655
1452,301,1.5,oz,550
1453,301,.5,oz,646
1454,301,.5,oz,907
1455,301,.5,oz,279
1456,301,1,,836
1457,301,4,pieces,105
1458,301,4,pieces,655
1459,302,1,oz,1078
1460,302,.5,oz,276
1461,302,.75,oz,340
1462,302,3,,920
1463,302,1,oz,763
1464,303,1,oz,1078
1465,303,.5,oz,276
1466,303,.75,oz,340
1467,303,3,,920
1468,304,1.5,oz,477
1469,304,.5,oz,581
1470,304,.75,oz,231
1471,304,.5,oz,907
1472,304,.5,oz,646
1473,304,4,pieces,974
1474,304,4,oz,1073
1475,305,2,oz,179
1476,305,.5,oz,746
1477,305,.5,oz,867
1478,305,.25,oz,1076
1479,306,1.5,oz,547
1480,306,1,oz,516
1481,306,.5,oz,967
1482,306,.5,oz,164
1483,306,,,87
1484,306,,,1214
1485,307,.5,tsp,703
1486,307,1,,429
1487,307,2,oz,524
1488,307,.25,tsp,738
1489,307,.25,tsp,1078
1490,307,5,dash,223
1491,308,1,oz,340
1492,308,1,spg,333
1493,308,2,oz,590
1494,308,1,oz,494
1495,309,1,oz,581
1496,309,1,oz,222
1497,309,.5,oz,835
1498,309,5,,866
1499,309,1,,488
1500,310,1.5,oz,653
1501,310,.75,oz,581
1502,310,.75,oz,1087
1503,310,1,oz,254
1504,310,.5,,327
1505,311,2,,866
1506,311,2,,211
1507,311,2,oz,148
1508,311,1,oz,1076
1509,311,.75,oz,166
1510,311,.5,oz,397
1511,311,.5,oz,86
1512,311,.5,oz,309
1513,312,2.5,oz,262
1514,312,.5,oz,1076
1515,312,3-4,dash,1151
1516,312,,,684
1517,313,2,oz,494
1518,313,.5,oz,624
1519,313,.5,oz,155
1520,313,1,oz,340
1521,313,.5,oz,397
1522,313,3,,747
1523,314,1.5,oz,494
1524,314,1,oz,267
1525,314,.75,oz,827
1526,314,.5,oz,868
1527,314,1,,1066
1528,314,8,,392
1529,315,1.5,oz,653
1530,315,1,oz,1076
1531,315,1,oz,1041
1532,315,1,dash,646
1533,315,2,,209
1534,315,,,5
1535,315,2,,920
1536,315,,,5
1537,316,1.5,oz,331
1538,316,1,oz,1076
1539,316,.75,oz,26
1540,316,.5,oz,965
1541,316,.5,oz,936
1542,317,1.5,oz,201
1543,317,1,oz,561
1544,317,2,dash,976
1545,318,2,oz,398
1546,318,.5,oz,754
1547,318,.25,oz,1078
1548,318,1,dash,1151
1549,318,2,dash,1011
1550,319,2,oz,291
1551,319,1,oz,856
1552,319,1,oz,1091
1553,319,.5,oz,1107
1554,319,.5,oz,314
1555,319,1,handful,794
1556,319,2,dash,510
1557,320,1.5,oz,19
1558,320,.75,oz,815
1559,320,.5,oz,424
1560,320,5,dash,1069
1561,321,2,oz,494
1562,321,4,oz,776
1563,321,3,cubes,1150
1564,322,1.5,oz,653
1565,322,0.5,oz,1078
1566,322,0.5,oz,1115
1567,322,.75,oz,178
1568,323,1,oz,1076
1569,323,3,dash,976
1570,323,5,oz,763
1571,324,5,,638
1572,324,3,,66
1573,324,1.5,oz,984
1574,324,1,oz,714
1575,324,1,oz,907
1576,324,.5,oz,936
1577,325,2,oz,1146
1578,325,.5,oz,860
1579,325,2,dash,853
1580,325,,,684
1581,326,1.5,oz,1027
1582,326,4,,461
1583,326,1,,1169
1584,326,.5,oz,43
1585,326,1,,462
1586,327,1.5,oz,547
1587,327,.75,oz,1078
1588,327,1.5,oz,103
1589,327,,,881
1590,327,,,683
1591,328,1.5,oz,115
1592,328,.75,oz,1027
1593,328,.5,oz,254
1594,328,4,oz,138
1595,328,3,oz,1073
1596,328,2,dash,447
1597,329,1.25,oz,122
1598,329,.75,oz,1208
1599,329,4,sprigs,344
1600,329,1,,191
1601,330,1,oz,528
1602,330,1,oz,279
1603,330,1,oz,1124
1604,330,2,oz,966
1605,330,,,1005
1606,331,1.5,oz,494
1607,331,.5,oz,907
1608,331,.75,oz,581
1609,331,.75,oz,322
1610,331,2,dash,976
1611,331,2,oz,966
1612,332,35,ml,1076
1613,332,140,ml,611
1614,333,1,oz,1076
1615,333,4,oz,611
1616,334,1.5,oz,222
1617,334,3,oz,1110
1618,334,1,splash,855
1619,334,1,,592
1620,335,1,oz,653
1621,335,1,oz,95
1622,335,.5,oz,1208
1623,335,.5,oz,89
1624,335,2,dash,447
1625,336,1.5,oz,581
1626,336,.75,oz,878
1627,336,3,oz,823
1628,336,,,708
1629,337,1.5,oz,922
1630,337,.5,oz,424
1631,337,.5,oz,867
1632,337,7,dash,1151
1633,338,1,oz,653
1634,338,1,oz,1124
1635,338,1,oz,279
1636,339,.75,oz,262
1637,339,.75,oz,1124
1638,339,.75,oz,1208
1639,339,.75,oz,1081
1640,340,1,oz,79
1641,340,1.25,oz,722
1642,340,.25,oz,188
1643,340,1,dash,1069
1644,341,1.5,oz,1027
1645,341,.5,oz,340
1646,341,,,373
1647,342,1.5,oz,678
1648,342,2-3,drops,440
1649,342,,,717
1650,343,1.5,oz,627
1651,343,.75,oz,786
1652,343,.5,oz,1126
1653,343,1,oz,285
1654,343,.5,oz,532
1655,343,.5,oz,967
1656,344,3,oz,611
1657,344,1,oz,398
1658,344,.33,oz,910
1659,344,1,tsp,827
1660,345,2,oz,262
1661,345,,,397
1662,345,5,,1154
1663,346,1.5,oz,222
1664,346,1.5,oz,598
1665,346,5,oz,49
1666,346,1,dash,865
1667,347,1.5,oz,217
1668,347,.5,oz,1076
1669,347,2,oz,138
1670,347,1,wedge,907
1671,348,1.5,oz,653
1672,348,.75,oz,1208
1673,348,.5,oz,521
1674,348,.25,oz,1124
1675,348,1,dash,1151
1676,349,1.5,oz,1076
1677,349,,,1034
1678,349,2,dash,1151
1679,350,1.5,oz,653
1680,350,1,,553
1681,350,1,,1166
1682,351,1.5,oz,653
1683,351,,,1162
1684,351,.25,oz,754
1685,352,1.5,oz,262
1686,352,.75,oz,340
1687,352,.5,oz,2
1688,352,.5,oz,155
1689,352,.5,oz,832
1690,353,2.5,oz,262
1691,354,1.25,oz,298
1692,354,.5,oz,967
1693,354,,,803
1694,354,,,1178
1695,355,2,oz,441
1696,356,1.5,oz,111
1697,356,1,oz,827
1698,356,.25,oz,208
1699,356,.25,oz,464
1700,356,,,879
1701,357,1.5,oz,820
1702,357,3,,525
1703,358,.75,oz,64
1704,358,.75,oz,137
1705,358,.75,oz,827
1706,358,3,,920
1707,358,,,139
1708,359,3,oz,653
1709,359,1,tsp,1207
1710,359,1,,571
1711,360,.75,oz,1078
1712,360,.75,oz,287
1713,360,.5,oz,178
1714,360,1,,239
1715,360,2,scoop,1206
1716,361,1,oz,217
1717,361,.75,oz,1078
1718,361,2,scoop,938
1719,362,1.5,oz,1002
1720,362,1,oz,424
1721,362,2,dash,976
1722,362,1,splash,966
1723,363,1.5,oz,520
1724,363,.75,oz,464
1725,363,1,oz,827
1726,363,1,oz,137
1727,363,8,,771
1728,363,,,525
1729,364,2,oz,550
1730,364,2,oz,832
1731,364,1.5,oz,986
1732,365,1.25,oz,1002
1733,365,1.25,oz,1208
1734,365,.5,oz,740
1735,365,1,oz,663
1736,366,1,,1092
1737,366,10,,771
1738,366,.25,,731
1739,366,1,oz,808
1740,366,.75,oz,827
1741,366,.75,oz,202
1742,367,1.5,oz,547
1743,367,.75,oz,744
1744,367,,,538
1745,367,1,,685
1746,368,1,oz,1078
1747,368,1,oz,509
1748,368,.5,oz,322
1749,368,,,336
1750,368,,,45
1751,369,30,ml,1078
1752,369,20,ml,99
1753,369,20,ml,1208
1754,369,20,ml,1194
1755,369,2,dash,491
1756,370,2,part,291
1757,370,1,part,967
1758,370,1,part,307
1759,370,1,,707
1760,370,2,dash,1151
1761,371,1.5,oz,497
1762,371,1.5,oz,27
1763,371,3,oz,811
1764,371,1,Tbsp,293
1765,372,2.5,oz,1081
1766,372,1.5,oz,811
1767,372,1-2,Tbsp,293
1768,373,1-2,Tbsp,293
1769,373,1,,1122
1770,373,,,457
1771,374,3,oz,204
1772,374,1,,1156
1773,374,1,,1122
1774,374,1,Tbsp,293
1775,375,2,oz,98
1776,375,1,cube,1167
1777,375,1,splash,99
1778,376,3,,421
1779,376,1.5,oz,98
1780,376,.75,oz,832
1781,376,.5,oz,397
1782,376,.5,oz,573
1783,376,.5,oz,715
1784,376,.5,oz,86
1785,376,1,dash,1151
1786,377,1.5,oz,398
1787,377,.25,oz,1078
1788,377,.5,tsp,473
1789,377,3,dash,713
1790,377,1,dash,1151
1791,377,,,413
1792,378,1.5,oz,1078
1793,378,1,strip,130
1794,378,1,dash,827
1795,378,,,60
1796,379,,,944
1797,379,1.5,oz,494
1798,379,1,oz,931
1799,379,.75,oz,624
1800,379,.25,oz,486
1801,379,1,pinch,246
1802,380,.75,oz,653
1803,380,.75,oz,201
1804,380,.75,oz,182
1805,380,.75,oz,827
1806,380,,,413
1807,381,0.5,oz,620
1808,381,2,oz,398
1809,381,3,dash,757
1810,381,0.5,tsp,293
1811,382,50,ml,977
1812,382,20,ml,1078
1813,382,5,ml,438
1814,382,5,ml,827
1815,382,1,dash,500
1816,383,.75,oz,79
1817,383,1.5,oz,1183
1818,383,.5,oz,269
1819,383,1.5,oz,915
1820,383,2,dash,463
1821,384,.5,oz,217
1822,384,1.5,oz,581
1823,384,1,dash,636
1824,384,2,slices,1095
1825,384,2,oz,85
1826,385,1.5,oz,653
1827,385,.75,oz,1020
1828,385,.75,oz,56
1829,385,.25,oz,340
1830,385,,,143
1831,386,2,oz,1076
1832,386,5,oz,760
1833,386,5,oz,543
1834,387,2,oz,653
1835,387,.75,oz,827
1836,387,.25,oz,1170
1837,387,1.5,oz,432
1838,387,2,dash,1151
1839,388,1.5,oz,262
1840,388,.5,oz,827
1841,388,1,dash,397
1842,389,50,ml,1076
1843,389,25,ml,132
1844,389,1,slice,540
1845,389,4,,724
1846,390,2,oz,770
1847,390,.5,oz,128
1848,390,2,dash,529
1849,390,.25,oz,646
1850,391,1,oz,1076
1851,391,1,oz,262
1852,392,1,,734
1853,392,1,oz,424
1854,392,1/2,oz,1078
1855,392,1/4,oz,166
1856,393,1.5,oz,262
1857,393,.5,oz,1208
1858,393,.25,oz,1076
1859,393,1,dash,1151
1860,394,1.5,oz,1076
1861,394,3,oz,776
1862,394,1,dash,1151
1863,395,1.5,oz,653
1864,395,.5,oz,1076
1865,395,1,oz,231
1866,395,.25,oz,504
1867,395,.25,oz,254
1868,395,1,dash,1121
1869,395,1,splash,1187
1870,396,1.5,oz,619
1871,396,.25,oz,1064
1872,396,.25,oz,322
1873,396,.25,oz,397
1874,396,1,,1066
1875,396,2,dash,491
1876,397,2,oz,547
1877,397,1.5,oz,967
1878,397,1,oz,164
1879,398,1,oz,589
1880,398,1,oz,528
1881,398,.75,oz,166
1882,398,.25,oz,613
1883,399,1.5,oz,291
1884,399,.75,oz,279
1885,399,.25,oz,1078
1886,399,.75,oz,827
1887,399,1,dash,475
1888,400,2,oz,398
1889,400,1,oz,1036
1890,400,.5,tsp,677
1891,400,.5,tsp,249
1892,401,2,oz,770
1893,401,1,oz,775
1894,401,.75,oz,182
1895,401,.75,oz,827
1896,401,.75,oz,832
1897,401,.75,oz,555
1898,402,1,oz,30
1899,402,.5,oz,6
1900,402,.5,oz,926
1901,402,.5,oz,1018
1902,402,8,leaves,1154
1903,403,1.5,oz,494
1904,403,.5,oz,162
1905,403,.75,oz,1119
1906,403,.5,oz,827
1907,403,,,849
1908,404,2,oz,441
1909,404,1,oz,1036
1910,404,.75,oz,827
1911,404,.5,oz,978
1912,405,1.5,oz,494
1913,405,.75,oz,1124
1914,405,.25,oz,935
1915,405,.25,oz,810
1916,405,4,,339
1917,405,3,dash,1151
1918,406,1.5,oz,653
1919,406,.5,oz,1076
1920,406,.5,oz,796
1921,406,.25,oz,907
1922,406,1,oz,691
1923,407,1.5,oz,550
1924,407,.5,oz,328
1925,407,.25,oz,621
1926,407,.25,oz,907
1927,407,.5,oz,1176
1928,408,2,oz,627
1929,408,.5,oz,736
1930,408,.5,oz,340
1931,408,1,oz,1136
1932,408,3,dash,467
1933,409,1,oz,494
1934,409,1,oz,754
1935,409,.5,oz,100
1936,409,.5,oz,71
1937,409,,,29
1938,410,1,oz,494
1939,410,1,,791
1940,410,1/2,oz,166
1941,410,,,1117
1942,411,1.5,oz,653
1943,411,.5,oz,1078
1944,411,1,oz,466
1945,411,.25,oz,71
1946,411,1,dash,636
1947,412,1,oz,759
1948,412,1,oz,1027
1949,412,1,splash,827
1950,412,1,splash,1081
1951,413,1,oz,722
1952,413,.5,oz,1047
1953,413,.5,oz,279
1954,413,.75,oz,877
1955,413,.5,oz,106
1956,414,1.5,oz,494
1957,414,1,oz,926
1958,414,.5,oz,971
1959,414,2,dash,491
1960,415,1.5,oz,653
1961,415,.5,oz,860
1962,415,.5,oz,166
1963,415,1,dash,636
1964,416,1.5,oz,653
1965,416,.5,oz,166
1966,416,.5,oz,187
1967,416,.25,oz,71
1968,416,1,dash,559
1969,417,2,oz,594
1970,417,.75,oz,166
1971,417,.5,oz,828
1972,417,.5,oz,913
1973,417,1.5,oz,665
1974,418,2,oz,594
1975,418,1,oz,827
1976,418,.75,oz,656
1977,418,.5,oz,668
1978,419,1.5,oz,398
1979,419,.5,oz,581
1980,419,.5,oz,1076
1981,419,.5,oz,166
1982,419,1,oz,631
1983,420,1.5,oz,653
1984,420,.75,oz,398
1985,420,.75,oz,581
1986,420,.5,oz,1076
1987,420,.5,oz,967
1988,421,1.25,oz,126
1989,421,1,oz,860
1990,421,.25,tsp,464
1991,421,1,Tbsp,340
1992,421,1,,86
1993,422,1.5,oz,653
1994,422,.75,oz,581
1995,422,.5,oz,1180
1996,422,1,oz,254
1997,422,4,,920
1998,423,.75,oz,1078
1999,423,.75,oz,494
2000,423,.75,oz,2
2001,423,.75,oz,967
2002,424,1.5,oz,653
2003,424,.75,oz,581
2004,424,.75,oz,166
2005,424,.5,oz,86
2006,425,1.5,oz,375
2007,425,.75,oz,528
2008,425,.5,oz,1027
2009,425,1,oz,730
2010,425,.5,oz,936
2011,426,1.5,oz,1002
2012,426,.75,oz,1027
2013,426,.5,oz,1076
2014,426,.75,oz,178
2015,426,.5,oz,936
2016,427,1.5,oz,565
2017,427,.5,oz,494
2018,427,.75,oz,581
2019,427,.5,oz,907
2020,427,1,dash,806
2021,428,1.5,oz,565
2022,428,.5,oz,653
2023,428,.5,oz,1078
2024,428,.5,oz,907
2025,428,2,dash,364
2026,429,1.5,oz,799
2027,429,.75,oz,528
2028,429,1,oz,730
2029,429,.5,oz,601
2030,429,.5,oz,936
2031,429,7,dash,383
2032,430,1.25,oz,494
2033,430,.5,oz,967
2034,430,.5,oz,410
2035,430,.25,oz,71
2036,431,1,oz,494
2037,431,.5,oz,876
2038,431,.75,oz,716
2039,431,.75,oz,827
2040,431,.5,oz,249
2041,432,.5,oz,1076
2042,432,.5,oz,248
2043,432,.5,oz,361
2044,432,.5,oz,939
2045,432,.5,oz,1020
2046,432,.5,oz,340
2047,432,2,dash,181
2048,432,2,oz,11
2049,433,20,ml,1058
2050,433,15,ml,1076
2051,433,20,ml,627
2052,433,20,ml,978
2053,433,15,ml,340
2054,433,4,,1154
2055,433,,,28
2056,434,50,ml,398
2057,434,25,ml,1185
2058,434,25,ml,893
2059,435,1.5,oz,398
2060,435,.5,oz,362
2061,435,.25,oz,1099
2062,435,.25,oz,1027
2063,435,.5,oz,827
2064,435,.25,oz,397
2065,436,1.5,oz,453
2066,436,1,oz,379
2067,436,.5,oz,1081
2068,436,.5,oz,827
2069,436,.75,oz,438
2070,436,2,dash,1151
2071,437,2,oz,262
2072,437,.25,oz,925
2073,437,1,oz,1209
2074,437,.5,oz,1198
2075,437,.5,oz,26
2076,437,2,dash,1151
2077,437,2,oz,22
2078,438,1,oz,547
2079,438,1,oz,79
2080,438,.5,oz,580
2081,438,.5,oz,827
2082,438,,,918
2083,439,2,oz,236
2084,439,.25,oz,455
2085,439,.75,oz,827
2086,439,.5,oz,522
2087,439,1,dash,1151
2088,440,1,oz,751
2089,440,1,oz,1078
2090,440,1,oz,296
2091,440,1,oz,827
2092,441,1,oz,1076
2093,441,1,oz,561
2094,441,.5,oz,178
2095,441,.5,oz,503
2096,441,1,dash,572
2097,442,1.5,oz,594
2098,442,1,oz,532
2099,442,.25,oz,397
2100,442,.25,oz,1078
2101,442,1,dash,1179
2102,443,45,ml,1208
2103,443,15,ml,581
2104,443,20,ml,1197
2105,444,1.5,oz,653
2106,444,.5,oz,667
2107,444,.75,oz,574
2108,444,,,994
2109,444,,,183
2110,445,2,oz,494
2111,445,1,oz,340
2112,445,.75,oz,2
2113,445,.75,oz,397
2114,446,1,oz,841
2115,446,1,oz,94
2116,446,.75,oz,668
2117,446,.75,oz,245
2118,446,.25,oz,1027
2119,446,.75,oz,13
2120,446,.5,oz,1090
2121,447,1.5,oz,494
2122,447,1.5,oz,517
2123,447,.75,oz,340
2124,447,.25,oz,397
2125,447,1,dash,629
2126,448,2,oz,984
2127,448,1.5,oz,1204
2128,448,1,oz,441
2129,448,1,oz,149
2130,448,.75,oz,302
2131,448,.75,oz,254
2132,448,4,,1113
2133,449,1.5,oz,619
2134,449,1,oz,214
2135,449,.5,oz,417
2136,449,.5,oz,960
2137,449,1,dash,1151
2138,449,1,tsp,826
2139,450,2,oz,775
2140,450,.5,oz,926
2141,450,.25,oz,1078
2142,450,.5,oz,311
2143,450,1,bsp,46
2144,451,1.5,oz,653
2145,451,.5,oz,893
2146,451,1,oz,1190
2147,451,.5,oz,397
2148,451,3,slices,130
2149,451,1,,114
2150,452,.5,oz,1076
2151,452,1.5,oz,170
2152,452,.75,oz,907
2153,452,.5,oz,646
2154,453,.75,oz,441
2155,453,.5,oz,340
2156,453,1,oz,494
2157,453,.5,oz,555
2158,453,1,dash,1151
2159,453,1,drop,644
2160,454,1.5,oz,470
2161,454,.75,oz,827
2162,454,.5,oz,584
2163,454,7,dash,9
2164,454,1,oz,590
2165,454,1,pinch,246
2166,455,1,oz,1103
2167,455,.25,oz,1078
2168,455,.5,oz,13
2169,455,.5,oz,416
2170,455,1,dash,9
2171,455,3,oz,765
2172,456,.75,oz,619
2173,456,.75,oz,1208
2174,456,.5,oz,216
2175,456,.5,oz,850
2176,456,.5,oz,26
2177,456,3,oz,765
2178,457,1.5,part,550
2179,457,1/2,part,65
2180,457,1/4,part,213
2181,457,1/2,part,13
2182,457,,,903
2183,458,1.5,oz,79
2184,458,.5,oz,155
2185,458,.5,oz,13
2186,458,.5,oz,306
2187,458,2,oz,890
2188,459,1.25,oz,494
2189,459,.5,oz,71
2190,459,.5,oz,166
2191,459,,,531
2192,460,1,oz,424
2193,460,1,oz,1027
2194,460,2,oz,709
2195,460,1,scoop,1015
2196,461,2,oz,653
2197,461,.5,oz,1078
2198,461,.5,oz,166
2199,461,.25,oz,1115
2200,462,1,oz,630
2201,462,1,oz,653
2202,462,.5,oz,269
2203,462,.25,oz,296
2204,463,2,oz,398
2205,463,1,oz,166
2206,463,1,oz,1009
2207,463,4,dash,952
2208,464,1.5,oz,653
2209,464,1.5,oz,1124
2210,464,2,dash,217
2211,465,1,oz,424
2212,465,1,oz,468
2213,465,1,oz,847
2214,465,.5,oz,1089
2215,466,.75,oz,217
2216,466,.34,oz,627
2217,466,1.5,oz,377
2218,466,2,oz,1004
2219,467,1.5,oz,424
2220,467,1,oz,166
2221,467,.25,oz,164
2222,467,1,dash,692
2223,467,.5,oz,86
2224,468,1.5,oz,653
2225,468,.5,oz,1208
2226,468,.25,oz,581
2227,468,.25,oz,217
2228,468,3,oz,832
2229,468,.5,oz,967
2230,468,2,dash,447
2231,469,1.5,oz,1002
2232,469,.75,oz,1027
2233,469,.5,oz,1076
2234,469,.75,oz,166
2235,469,.5,oz,86
2236,470,1,part,1079
2237,470,3,part,398
2238,471,1,oz,961
2239,471,1,oz,1076
2240,471,.5,oz,166
2241,471,.5,oz,659
2242,472,.5,oz,1208
2243,472,.25,oz,1078
2244,472,.5,oz,870
2245,472,1.25,oz,1013
2246,472,.25,oz,907
2247,472,.5,oz,466
2248,472,.25,oz,646
2249,472,2,dash,713
2250,473,1,oz,568
2251,473,.5,oz,639
2252,473,.5,oz,1076
2253,473,2,oz,1200
2254,473,,,1028
2255,474,1.5,oz,468
2256,474,1,oz,1027
2257,474,1,oz,601
2258,474,2,oz,40
2259,474,2,dash,447
2260,474,1,,569
2261,475,1.5,oz,95
2262,475,.75,oz,528
2263,475,.25,oz,657
2264,475,1.5,oz,1188
2265,475,2,oz,773
2266,476,1.5,oz,217
2267,476,.75,oz,667
2268,476,.75,oz,178
2269,476,4,oz,1193
2270,477,1.5,oz,494
2271,477,.75,oz,166
2272,477,.25,oz,397
2273,477,.75,oz,410
2274,477,.5,oz,403
2275,477,,,406
2276,478,1.5,oz,1003
2277,478,.75,oz,860
2278,478,.25,oz,1078
2279,478,.5,oz,178
